entry_date,entry_px,exit_date,exit_px,return_pct,reason
2024-12-05,28.47351914079602,2025-01-29,27.559954436725068,-3.2084713503573448,cross
2025-04-30,16.094360529769734,2025-08-07,34.23860308019726,112.73664782683426,cross
2025-08-08,33.91880720121446,2025-08-20,29.662948537725295,-12.547194358110525,cross
2025-09-09,34.40932388662845,2025-11-07,43.9553713560808,27.742618544045182,cross
2025-12-04,46.5548245322595,2025-12-17,44.41821971061372,-4.589438029489834,cross
2025-12-26,47.78289738995515,2026-03-06,60.09327309716283,25.76314200192378,cross
2026-04-09,65.18146742407413,2026-06-25,87.99,34.992358222824784,open_at_end
